Variety,Card Number,Player Name,Team Name,Notes,Parallel
Oversized All-Star Game Red Carpet Redemptions,Dusty,Baker,Houston Astros,,
Oversized All-Star Game Red Carpet Redemptions,Felix,Bautista,Baltimore Orioles,,
Oversized All-Star Game Red Carpet Redemptions,David,Bednar,Pittsburgh Pirates,,
Oversized All-Star Game Red Carpet Redemptions,Mookie,Betts,Los Angeles Dodgers,,
Oversized All-Star Game Red Carpet Redemptions,Bo,Bichette,Toronto Blue Jays,,
Oversized All-Star Game Red Carpet Redemptions,Corbin,Burnes,Milwaukee Brewers,,
Oversized All-Star Game Red Carpet Redemptions,Yennier,Cano,Baltimore Orioles,,
Oversized All-Star Game Red Carpet Redemptions,Nick,Castellanos,Philadelphia Phillies,,
Oversized All-Star Game Red Carpet Redemptions,Luis,Castillo,Seattle Mariners,,
Oversized All-Star Game Red Carpet Redemptions,Alex,Cobb,San Francisco Giants,,
Oversized All-Star Game Red Carpet Redemptions,Gerritt,Cole,New York Yankees,,
Oversized All-Star Game Red Carpet Redemptions,Alexis,Diaz,Cincinnati Reds,,
Oversized All-Star Game Red Carpet Redemptions,Elias,Diaz,Colorado Rockies,,
Oversized All-Star Game Red Carpet Redemptions,Camilo,Doval,San Francisco Giants,,
Oversized All-Star Game Red Carpet Redemptions,Bryce,Elder,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Nathan,Eovaldi,Texas Rangers,,
Oversized All-Star Game Red Carpet Redemptions,Carlos,Estevez,Los Angeles Angels,,
Oversized All-Star Game Red Carpet Redemptions,Freddie,Freeman,Los Angeles Dodgers,,
Oversized All-Star Game Red Carpet Redemptions,Zac,Gallen,Arizona Diamondbacks,,
Oversized All-Star Game Red Carpet Redemptions,Adolis,Garcia,Texas Rangers,,
Oversized All-Star Game Red Carpet Redemptions,Josiah,Gray,Washington Nationals,,
Oversized All-Star Game Red Carpet Redemptions,Sonny,Gray,Minnesota Twins,,
Oversized All-Star Game Red Carpet Redemptions,Vladimir,Guerrero Jr.,Toronto Blue Jays,,
Oversized All-Star Game Red Carpet Redemptions,Lourdes,Gurriel Jr,Arizona Diamondbacks,,
Oversized All-Star Game Red Carpet Redemptions,Josh,Hader,San Diego Padres,,
Oversized All-Star Game Red Carpet Redemptions,Austin,Hays,Baltimore Orioles,,
Oversized All-Star Game Red Carpet Redemptions,Jonah,Heim,Texas Rangers,,
Oversized All-Star Game Red Carpet Redemptions,Kenley,Jansen,Boston Red Sox,,
Oversized All-Star Game Red Carpet Redemptions,Josh,Jung,Texas Rangers,,
Oversized All-Star Game Red Carpet Redemptions,Mitch,Keller,Pittsburgh Pirates,,
Oversized All-Star Game Red Carpet Redemptions,Clayton,Kershaw,Los Angeles Dodgers,,
Oversized All-Star Game Red Carpet Redemptions,Craig,Kimbrel,Philadelphia Phillies,,
Oversized All-Star Game Red Carpet Redemptions,George,Kirby,Seattle Mariners,,
Oversized All-Star Game Red Carpet Redemptions,Pablo,Lopez,Minnesota Twins,,
Oversized All-Star Game Red Carpet Redemptions,Michael,Lorenzen,Cincinnati Reds,,
Oversized All-Star Game Red Carpet Redemptions,J.D.,Martinez,Los Angeles Dodgers,,
Oversized All-Star Game Red Carpet Redemptions,Shane,Mcclanahan,Tampa Bay Rays,,
Oversized All-Star Game Red Carpet Redemptions,Whit,Merrifield,Toronto Blue Jays,,
Oversized All-Star Game Red Carpet Redemptions,Sean,Murphy,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Shohei,Ohtani,Los Angeles Angels,,
Oversized All-Star Game Red Carpet Redemptions,Matt,Olson,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Geraldo,Perdomo,Arizona Diamondbacks,,
Oversized All-Star Game Red Carpet Redemptions,Salvador,Perez,Kansas City Royals,,
Oversized All-Star Game Red Carpet Redemptions,Jose,Ramirez,Cleveland Guardians,,
Oversized All-Star Game Red Carpet Redemptions,Austin,Riley,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Luis,Robert,Chicago White Sox,,
Oversized All-Star Game Red Carpet Redemptions,Julio,Rodriguez,Seattle Mariners,,
Oversized All-Star Game Red Carpet Redemptions,Jordan,Romano,Toronto Blue Jays,,
Oversized All-Star Game Red Carpet Redemptions,Brent,Rooker,Oakland Athletics,,
Oversized All-Star Game Red Carpet Redemptions,Adley,Rutschman,Baltimore Orioles,,
Oversized All-Star Game Red Carpet Redemptions,Corey,Seager,Texas Rangers,,
Oversized All-Star Game Red Carpet Redemptions,Marcus,Semien,Texas Rangers,,
Oversized All-Star Game Red Carpet Redemptions,Kodai,Senga,New York Mets,,
Oversized All-Star Game Red Carpet Redemptions,Derek,Shelton,Pittsburgh Pirates,,
Oversized All-Star Game Red Carpet Redemptions,Will,Smith,Los Angeles Dodgers,,
Oversized All-Star Game Red Carpet Redemptions,Jorge,Soler,Miami Marlins,,
Oversized All-Star Game Red Carpet Redemptions,Juan,Soto,San Diego Padres,,
Oversized All-Star Game Red Carpet Redemptions,Justin,Steele,Chicago Cubs,,
Oversized All-Star Game Red Carpet Redemptions,Spencer,Strider,Atlanta Braves,,
Oversized All-Star Game Red Carpet Redemptions,Rob,Thomson,Philadelphia Phillies,,
Oversized All-Star Game Red Carpet Redemptions,Kyle,Tucker,Houston Astros,,
Oversized All-Star Game Red Carpet Redemptions,Devin,Williams,Milwaukee Brewers,,
Oversized Topps Big Baseball,BIG-1,Mike Trout,Los Angeles Angels,,
Oversized Topps Big Baseball,BIG-2,Shohei Ohtani,Los Angeles Angels,,
Oversized Topps Big Baseball,BIG-3,Ronald Acuña Jr.,Atlanta Braves,,
Oversized Topps Big Baseball,BIG-4,Adley Rutschman,Baltimore Orioles,,
Oversized Topps Big Baseball,BIG-5,Gunnar Henderson,Baltimore Orioles,,
Oversized Topps Big Baseball,BIG-6,Anthony Volpe,New York Yankees,,
Oversized Topps Big Baseball,BIG-7,Joey Votto,Cincinnati Reds,,
Oversized Topps Big Baseball,BIG-8,Riley Greene,Detroit Tigers,,
Oversized Topps Big Baseball,BIG-9,Yordan Alvarez,Houston Astros,,
Oversized Topps Big Baseball,BIG-10,Kodai Senga,New York Mets,,
Oversized Topps Big Baseball,BIG-11,Mookie Betts,Los Angeles Dodgers,,
Oversized Topps Big Baseball,BIG-12,Clayton Kershaw,Los Angeles Dodgers,,
Oversized Topps Big Baseball,BIG-13,Pete Alonso,New York Mets,,
Oversized Topps Big Baseball,BIG-14,Aaron Judge,New York Yankees,,
Oversized Topps Big Baseball,BIG-15,Bryce Harper,Philadelphia Phillies,,
Oversized Topps Big Baseball,BIG-16,Juan Soto,San Diego Padres,,
Oversized Topps Big Baseball,BIG-17,Fernando Tatis Jr.,San Diego Padres,,
Oversized Topps Big Baseball,BIG-18,Julio Rodríguez,Seattle Mariners,,
Oversized Topps Big Baseball,BIG-19,Nolan Arenado,St. Louis Cardinals,,
Oversized Topps Big Baseball,BIG-20,Paul Goldschmidt,St. Louis Cardinals,,
Oversized Topps Big Baseball,BIG-21,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Oversized Topps Big Baseball,BIG-22,Jordan Walker,St. Louis Cardinals,,
Oversized Topps Big Baseball,BIG-23,Michael Harris II,Atlanta Braves,,
Oversized Topps Big Baseball,BIG-24,Corbin Carroll,Arizona Diamondbacks,,
Oversized Topps Big Baseball,BIG-25,Triston Casas,Boston Red Sox,,
Oversized Topps Big Baseball Autographs,BIG-AV,Anthony Volpe,New York Yankees,,
Oversized Topps Big Baseball Autographs,BIG-BW,Bobby Witt Jr.,Kansas City Royals,,
Oversized Topps Big Baseball Autographs,BIG-CC,Corbin Carroll,Arizona Diamondbacks,,
Oversized Topps Big Baseball Autographs,BIG-JS,Juan Soto,San Diego Padres,,
Oversized Topps Big Baseball Autographs,BIG-JW,Jordan Walker,St. Louis Cardinals,,
Oversized Topps Big Baseball Autographs,BIG-MH,Michael Harris II,Atlanta Braves,,
Oversized Topps Big Baseball Autographs,BIG-MT,Mike Trout,Los Angeles Angels,,
Oversized Topps Big Baseball Autographs,BIG-PA,Pete Alonso,New York Mets,,
Oversized Topps Big Baseball Autographs,BIG-PG,Paul Goldschmidt,St. Louis Cardinals,,
Oversized Topps Big Baseball Autographs,BIG-RA,Ronald Acuña Jr.,Atlanta Braves,,
Oversized Topps Big Baseball Autographs,BIG-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Own the Name Relics,OTN-AB,Alex Bregman,Houston Astros,1-1,
Own the Name Relics,OTN-AM,Alek Manoah,Toronto Blue Jays,1-1,
Own the Name Relics,OTN-AMC,Andrew McCutchen,Philadelphia Phillies,1-1,
Own the Name Relics,OTN-AN,Aaron Nola,Philadelphia Phillies,1-1,
Own the Name Relics,OTN-AR,Adley Rutschman,Baltimore Orioles,1-1,
Own the Name Relics,OTN-ARE,Anthony Rendon,Los Angeles Angels,1-1,
Own the Name Relics,OTN-AV,Alex Verdugo,Boston Red Sox,1-1,
Own the Name Relics,OTN-BB,Bo Bichette,Toronto Blue Jays,1-1,
Own the Name Relics,OTN-BC,Brandon Crawford,San Francisco Giants,1-1,
Own the Name Relics,OTN-BH,Bryce Harper,Philadelphia Phillies,1-1,
Own the Name Relics,OTN-BN,Brandon Nimmo,New York Mets,1-1,
Own the Name Relics,OTN-BR,Bryan Reynolds,Pittsburgh Pirates,1-1,
Own the Name Relics,OTN-BRO,Brendan Rodgers,Colorado Rockies,1-1,
Own the Name Relics,OTN-BS,Blake Snell,San Diego Padres,1-1,
Own the Name Relics,OTN-BW,Bobby Witt Jr.,Kansas City Royals,1-1,
Own the Name Relics,OTN-CB,Corbin Burnes,Milwaukee Brewers,1-1,
Own the Name Relics,OTN-CBE,Cody Bellinger,Los Angeles Dodgers,1-1,
Own the Name Relics,OTN-CBL,Charlie Blackmon,Colorado Rockies,1-1,
Own the Name Relics,OTN-CC,Carlos Carrasco,New York Mets,1-1,
Own the Name Relics,OTN-CCO,Carlos Correa,Minnesota Twins,1-1,
Own the Name Relics,OTN-CM,Cedric Mullins,Baltimore Orioles,1-1,
Own the Name Relics,OTN-CY,Christian Yelich,Milwaukee Brewers,1-1,
Own the Name Relics,OTN-DS,Dansby Swanson,Atlanta Braves,1-1,
Own the Name Relics,OTN-EJ,Eloy Jiménez,Chicago White Sox,1-1,
Own the Name Relics,OTN-FP,Freddy Peralta,Milwaukee Brewers,1-1,
Own the Name Relics,OTN-FT,Fernando Tatis Jr.,San Diego Padres,1-1,
Own the Name Relics,OTN-GS,George Springer,Toronto Blue Jays,1-1,
Own the Name Relics,OTN-HG,Hunter Greene,Cincinnati Reds,1-1,
Own the Name Relics,OTN-JA,Jose Altuve,Houston Astros,1-1,
Own the Name Relics,OTN-JAB,José Abreu,Chicago White Sox,1-1,
Own the Name Relics,OTN-JB,José Berríos,Toronto Blue Jays,1-1,
Own the Name Relics,OTN-JBA,Javier Báez,Chicago Cubs,1-1,
Own the Name Relics,OTN-JBAE,Javier Báez,Detroit Tigers,1-1,
Own the Name Relics,OTN-JC,Jake Cronenworth,San Diego Padres,1-1,
Own the Name Relics,OTN-JCJ,Jazz Chisholm Jr.,Miami Marlins,1-1,
Own the Name Relics,OTN-JD,Jarren Duran,Boston Red Sox,1-1,
Own the Name Relics,OTN-JI,Jonathan India,Cincinnati Reds,1-1,
Own the Name Relics,OTN-JMC,Jeff McNeil,New York Mets,1-1,
Own the Name Relics,OTN-JMU,Joe Musgrove,San Diego Padres,1-1,
Own the Name Relics,OTN-JP,Jorge Polanco,Minnesota Twins,1-1,
Own the Name Relics,OTN-JPE,Jeremy Peña,Houston Astros,1-1,
Own the Name Relics,OTN-JR,J.T. Realmuto,Philadelphia Phillies,1-1,
Own the Name Relics,OTN-JV,Joey Votto,Cincinnati Reds,1-1,
Own the Name Relics,OTN-KB,Kris Bryant,Colorado Rockies,1-1,
Own the Name Relics,OTN-KT,Kyle Tucker,Houston Astros,1-1,
Own the Name Relics,OTN-LA,Luis Arraez,Minnesota Twins,1-1,
Own the Name Relics,OTN-MB,Mookie Betts,Los Angeles Dodgers,1-1,
Own the Name Relics,OTN-MC,Matt Chapman,Toronto Blue Jays,1-1,
Own the Name Relics,OTN-MCA,Miguel Cabrera,Detroit Tigers,1-1,
Own the Name Relics,OTN-MF,Max Fried,Atlanta Braves,1-1,
Own the Name Relics,OTN-MK,Max Kepler,Minnesota Twins,1-1,
Own the Name Relics,OTN-MM,Manny Machado,San Diego Padres,1-1,
Own the Name Relics,OTN-MMU,Max Muncy,Los Angeles Dodgers,1-1,
Own the Name Relics,OTN-MT,Mike Trout,Los Angeles Angels,1-1,
Own the Name Relics,OTN-MY,Mike Yastrzemski,San Francisco Giants,1-1,
Own the Name Relics,OTN-NH,Nico Hoerner,Chicago Cubs,1-1,
Own the Name Relics,OTN-OA,Ozzie Albies,Atlanta Braves,1-1,
Own the Name Relics,OTN-PA,Pete Alonso,New York Mets,1-1,
Own the Name Relics,OTN-RA,Randy Arozarena,Tampa Bay Rays,1-1,
Own the Name Relics,OTN-RAJ,Ronald Acuña Jr.,Atlanta Braves,1-1,
Own the Name Relics,OTN-RD,Rafael Devers,Boston Red Sox,1-1,
Own the Name Relics,OTN-RG,Riley Greene,Detroit Tigers,1-1,
Own the Name Relics,OTN-RH,Rhys Hoskins,Philadelphia Phillies,1-1,
Own the Name Relics,OTN-RM,Ryan Mountcastle,Baltimore Orioles,1-1,
Own the Name Relics,OTN-SA,Sandy Alcantara,Miami Marlins,1-1,
Own the Name Relics,OTN-SP,Salvador Perez,Kansas City Royals,1-1,
Own the Name Relics,OTN-TA,Tim Anderson,Chicago White Sox,1-1,
Own the Name Relics,OTN-TG,Tony Gonsolin,Los Angeles Dodgers,1-1,
Own the Name Relics,OTN-TS,Trevor Story,Boston Red Sox,1-1,
Own the Name Relics,OTN-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,1-1,
Own the Name Relics,OTN-WB,Walker Buehler,Los Angeles Dodgers,1-1,
Own the Name Relics,OTN-WC,Willson Contreras,Chicago Cubs,1-1,
Own the Name Relics,OTN-WM,Whit Merrifield,Kansas City Royals,1-1,
Own the Name Relics,OTN-WS,Will Smith,Los Angeles Dodgers,1-1,
Own the Name Relics,OTN-XB,Xander Bogaerts,Boston Red Sox,1-1,
Own the Name Relics,OTN-YA,Yordan Alvarez,Houston Astros,1-1,
Own the Name Relics,OTN-YD,Yu Darvish,San Diego Padres,1-1,
Own the Name Relics,OTN-YM,Yoán Moncada,Chicago White Sox,1-1,
Own the Name Relics,OTN-ZG,Zack Greinke,Houston Astros,1-1,
Own the Name Relics,OTN-ZW,Zack Wheeler,Philadelphia Phillies,1-1,
Stars of MLB,SMLB-61,Justin Verlander,New York Mets,,
Stars of MLB,SMLB-62,Kodai Senga,New York Mets,,
Stars of MLB,SMLB-63,Logan O'Hoppe,Los Angeles Angels,,
Stars of MLB,SMLB-64,Vaughn Grissom,Atlanta Braves,,
Stars of MLB,SMLB-65,Spencer Strider,Atlanta Braves,,
Stars of MLB,SMLB-66,Matt Olson,Atlanta Braves,,
Stars of MLB,SMLB-67,Dansby Swanson,Chicago Cubs,,
Stars of MLB,SMLB-68,Dylan Cease,Chicago White Sox,,
Stars of MLB,SMLB-69,Hunter Greene,Cincinnati Reds,,
Stars of MLB,SMLB-70,Shane Bieber,Cleveland Guardians,,
Stars of MLB,SMLB-71,Kyle Tucker,Houston Astros,,
Stars of MLB,SMLB-72,Jeremy Peña,Houston Astros,,
Stars of MLB,SMLB-73,Hunter Brown,Houston Astros,,
Stars of MLB,SMLB-74,Miguel Vargas,Los Angeles Dodgers,,
Stars of MLB,SMLB-75,Julio Urías,Los Angeles Dodgers,,
Stars of MLB,SMLB-76,Sonny Gray,Minnesota Twins,,
Stars of MLB,SMLB-77,Brett Baty,New York Mets,,
Stars of MLB,SMLB-78,Max Scherzer,New York Mets,,
Stars of MLB,SMLB-79,Carlos Rodón,New York Yankees,,
Stars of MLB,SMLB-80,Oswald Peraza,New York Yankees,,
Stars of MLB,SMLB-81,Aaron Nola,Philadelphia Phillies,,
Stars of MLB,SMLB-82,Willson Contreras,St. Louis Cardinals,,
Stars of MLB,SMLB-83,Randy Arozarena,Tampa Bay Rays,,
Stars of MLB,SMLB-84,Corey Seager,Texas Rangers,,
Stars of MLB,SMLB-85,Jordan Walker,St. Louis Cardinals,,
Stars of MLB,SMLB-86,Anthony Volpe,New York Yankees,,
Stars of MLB,SMLB-87,Michael Busch,Los Angeles Dodgers,,
Stars of MLB,SMLB-88,Grayson Rodriguez,Baltimore Orioles,,
Stars of MLB,SMLB-89,Taj Bradley,Tampa Bay Rays,,
Stars of MLB,SMLB-90,James Outman,Los Angeles Dodgers,,
Stars of MLB Chrome,SMLBC-61,Justin Verlander,New York Mets,,
Stars of MLB Chrome,SMLBC-62,Kodai Senga,New York Mets,,
Stars of MLB Chrome,SMLBC-63,Logan O'Hoppe,Los Angeles Angels,,
Stars of MLB Chrome,SMLBC-64,Vaughn Grissom,Atlanta Braves,,
Stars of MLB Chrome,SMLBC-65,Spencer Strider,Atlanta Braves,,
Stars of MLB Chrome,SMLBC-66,Matt Olson,Atlanta Braves,,
Stars of MLB Chrome,SMLBC-67,Grayson Rodriguez,Baltimore Orioles,,
Stars of MLB Chrome,SMLBC-68,Dansby Swanson,Chicago Cubs,,
Stars of MLB Chrome,SMLBC-69,Dylan Cease,Chicago White Sox,,
Stars of MLB Chrome,SMLBC-70,Hunter Greene,Cincinnati Reds,,
Stars of MLB Chrome,SMLBC-71,Shane Bieber,Cleveland Guardians,,
Stars of MLB Chrome,SMLBC-72,Kyle Tucker,Houston Astros,,
Stars of MLB Chrome,SMLBC-73,Jeremy Peña,Houston Astros,,
Stars of MLB Chrome,SMLBC-74,Hunter Brown,Houston Astros,,
Stars of MLB Chrome,SMLBC-75,James Outman,Los Angeles Dodgers,,
Stars of MLB Chrome,SMLBC-76,Miguel Vargas,Los Angeles Dodgers,,
Stars of MLB Chrome,SMLBC-77,Julio Urías,Los Angeles Dodgers,,
Stars of MLB Chrome,SMLBC-78,Michael Busch,Los Angeles Dodgers,,
Stars of MLB Chrome,SMLBC-79,Anthony Volpe,New York Yankees,,
Stars of MLB Chrome,SMLBC-80,Jordan Walker,St. Louis Cardinals,,
Stars of MLB Chrome,SMLBC-81,Sonny Gray,Minnesota Twins,,
Stars of MLB Chrome,SMLBC-82,Brett Baty,New York Mets,,
Stars of MLB Chrome,SMLBC-83,Max Scherzer,New York Mets,,
Stars of MLB Chrome,SMLBC-84,Carlos RODÓN,New York Yankees,,
Stars of MLB Chrome,SMLBC-85,Oswald Peraza,New York Yankees,,
Stars of MLB Chrome,SMLBC-86,Aaron Nola,Philadelphia Phillies,,
Stars of MLB Chrome,SMLBC-87,Willson Contreras,St. Louis Cardinals,,
Stars of MLB Chrome,SMLBC-88,Randy Arozarena,Tampa Bay Rays,,
Stars of MLB Chrome,SMLBC-89,Taj Bradley,Tampa Bay Rays,,
Stars of MLB Chrome,SMLBC-90,Corey Seager,Texas Rangers,,
Time-Spanning Tandems,TS-1,Shohei Ohtani / Julio Rodríguez,Los Angeles Angels,,
Time-Spanning Tandems,TS-2,Julio Rodríguez / Ken Griffey Jr.,Seattle Mariners,,
Time-Spanning Tandems,TS-3,Mike Trout / Willie Mays,Los Angeles Angels,,
Time-Spanning Tandems,TS-3,Mike Trout / Willie Mays,San Francisco Giants,,
Time-Spanning Tandems,TS-4,Vladimir Guerrero Jr. / Vladimir Guerrero,Toronto Blue Jays,,
Time-Spanning Tandems,TS-4,Vladimir Guerrero Jr. / Vladimir Guerrero,Montreal Expos,,
Time-Spanning Tandems,TS-5,Juan Soto / Tony Gwynn,San Diego Padres,,
Time-Spanning Tandems,TS-6,Anthony Rizzo / Don Mattingly,New York Yankees,,
Time-Spanning Tandems,TS-7,Aaron Judge / Babe Ruth,New York Yankees,,
Time-Spanning Tandems,TS-8,Ronald Acuña Jr. / Hank Aaron,Atlanta Braves,,
Time-Spanning Tandems,TS-9,Mookie Betts / Jackie Robinson,Los Angeles Dodgers,,
Time-Spanning Tandems,TS-10,Stan Musial / Albert Pujols,St. Louis Cardinals,,
Time-Spanning Tandems,TS-11,Joey Votto / Barry Larkin,Cincinnati Reds,,
Time-Spanning Tandems,TS-12,Cal Ripken Jr. / Gunnar Henderson,Baltimore Orioles,,
Time-Spanning Tandems,TS-13,Fernando Tatis Jr. / Dave Winfield,San Diego Padres,,
Time-Spanning Tandems,TS-14,Freddie Freeman / Steve Garvey,Los Angeles Dodgers,,
Time-Spanning Tandems,TS-15,Adley Rutschman / Buster Posey,Baltimore Orioles,,
Time-Spanning Tandems,TS-15,Adley Rutschman / Buster Posey,San Francisco Giants,,
Time-Spanning Tandems,TS-16,Pete Alonso / David Wright,New York Mets,,
Time-Spanning Tandems,TS-17,Justin Verlander / Tom Seaver,New York Mets,,
Time-Spanning Tandems,TS-18,Jimmy Rollins / Trea Turner,Philadelphia Phillies,,
Time-Spanning Tandems,TS-19,Spencer Strider / John Smoltz,Atlanta Braves,,
Time-Spanning Tandems,TS-20,Shohei Ohtani / Nolan Ryan,Los Angeles Angels,,
Time-Spanning Tandems,TS-21,Jacob deGrom / Nolan Ryan,Texas Rangers,,
Time-Spanning Tandems,TS-22,Nolan Arenado / Jordan Walker,St. Louis Cardinals,,
Time-Spanning Tandems,TS-23,Gerrit Cole / Roger Clemens,New York Yankees,,
Time-Spanning Tandems,TS-24,Yordan Alvarez / Jeff Bagwell,Houston Astros,,
Time-Spanning Tandems,TS-25,Miguel Cabrera / Al Kaline,Detroit Tigers,,
Time-Spanning Tandems,TS-26,Rafael Devers / David Ortiz,Boston Red Sox,,
Time-Spanning Tandems,TS-27,Chipper Jones / Austin Riley,Atlanta Braves,,
Time-Spanning Tandems,TS-28,Roberto Clemente / Andrew McCutchen,Pittsburgh Pirates,,
Time-Spanning Tandems,TS-29,Byron Buxton / Kirby Puckett,Minnesota Twins,,
Time-Spanning Tandems,TS-30,Bobby Witt Jr. / George Brett,Kansas City Royals,,
Topps Black Gold,BG-1,Adley Rutschman,Baltimore Orioles,,
Topps Black Gold,BG-2,Gunnar Henderson,Baltimore Orioles,,
Topps Black Gold,BG-3,Corbin Carroll,Arizona Diamondbacks,,
Topps Black Gold,BG-4,Shohei Ohtani,Los Angeles Angels,,
Topps Black Gold,BG-5,Ronald Acuña Jr.,Atlanta Braves,,
Topps Black Gold,BG-6,Michael Harris II,Atlanta Braves,,
Topps Black Gold,BG-7,Oscar Colás,Chicago White Sox,,
Topps Black Gold,BG-8,Masataka Yoshida,Boston Red Sox,,
Topps Black Gold,BG-9,Triston Casas,Boston Red Sox,,
Topps Black Gold,BG-10,Anthony Volpe,New York Yankees,,
Topps Black Gold,BG-11,Riley Greene,Detroit Tigers,,
Topps Black Gold,BG-12,Yordan Alvarez,Houston Astros,,
Topps Black Gold,BG-13,Freddie Freeman,Los Angeles Dodgers,,
Topps Black Gold,BG-14,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Topps Black Gold,BG-15,Brett Baty,New York Mets,,
Topps Black Gold,BG-16,Francisco Alvarez,New York Mets,,
Topps Black Gold,BG-17,Kodai Senga,New York Mets,,
Topps Black Gold,BG-18,Mike Trout,Los Angeles Angels,,
Topps Black Gold,BG-19,Derek Jeter,New York Yankees,,
Topps Black Gold,BG-20,Aaron Judge,New York Yankees,,
Topps Black Gold,BG-21,Bryce Harper,Philadelphia Phillies,,
Topps Black Gold,BG-22,Trea Turner,Philadelphia Phillies,,
Topps Black Gold,BG-23,Fernando Tatis Jr.,San Diego Padres,,
Topps Black Gold,BG-24,Juan Soto,San Diego Padres,,
Topps Black Gold,BG-25,Julio Rodríguez,Seattle Mariners,,
Topps Black Gold,BG-26,Ken Griffey Jr.,Seattle Mariners,,
Topps Black Gold,BG-27,Paul Goldschmidt,St. Louis Cardinals,,
Topps Black Gold,BG-28,Mookie Betts,Los Angeles Dodgers,,
Topps Black Gold,BG-29,Jordan Walker,St. Louis Cardinals,,
Topps Black Gold,BG-30,Nolan Gorman,St. Louis Cardinals,,
Topps Black Gold Autographs,BG-1,Adley Rutschman,Baltimore Orioles,,
Topps Black Gold Autographs,BG-2,Gunnar Henderson,Baltimore Orioles,,
Topps Black Gold Autographs,BG-3,Corbin Carroll,Arizona Diamondbacks,,
Topps Black Gold Autographs,BG-4,Shohei Ohtani,Los Angeles Angels,,
Topps Black Gold Autographs,BG-5,Ronald Acuña Jr.,Atlanta Braves,,
Topps Black Gold Autographs,BG-6,Michael Harris II,Atlanta Braves,,
Topps Black Gold Autographs,BG-8,Masataka Yoshida,Boston Red Sox,,
Topps Black Gold Autographs,BG-9,Triston Casas,Boston Red Sox,,
Topps Black Gold Autographs,BG-10,Anthony Volpe,New York Yankees,,
Topps Black Gold Autographs,BG-11,Riley Greene,Detroit Tigers,,
Topps Black Gold Autographs,BG-12,Yordan Alvarez,Houston Astros,,
Topps Black Gold Autographs,BG-13,Freddie Freeman,Los Angeles Dodgers,,
Topps Black Gold Autographs,BG-14,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Topps Black Gold Autographs,BG-15,Brett Baty,New York Mets,,
Topps Black Gold Autographs,BG-16,Francisco Álvarez,New York Mets,,
Topps Black Gold Autographs,BG-18,Mike Trout,Los Angeles Angels,,
Topps Black Gold Autographs,BG-19,Derek Jeter,New York Yankees,,
Topps Black Gold Autographs,BG-20,Aaron Judge,New York Yankees,,
Topps Black Gold Autographs,BG-21,Bryce Harper,Philadelphia Phillies,,
Topps Black Gold Autographs,BG-22,Trea Turner,Philadelphia Phillies,,
Topps Black Gold Autographs,BG-23,Fernando Tatis Jr.,San Diego Padres,,
Topps Black Gold Autographs,BG-24,Juan Soto,San Diego Padres,,
Topps Black Gold Autographs,BG-25,Julio Rodríguez,Seattle Mariners,,
Topps Black Gold Autographs,BG-27,Paul Goldschmidt,St. Louis Cardinals,,
Topps Black Gold Autographs,BG-29,Jordan Walker,St. Louis Cardinals,,
Topps Black Gold Autographs,BG-30,Nolan Gorman,St. Louis Cardinals,,
Topps Reverence Autograph Patch,TRAPU-AV,Anthony Volpe,New York Yankees,,
Topps Reverence Autograph Patch,TRAPU-CC,Corbin Carroll,Arizona Diamondbacks,,
Topps Reverence Autograph Patch,TRAPU-GH,Gunnar Henderson,Baltimore Orioles,,
Topps Reverence Autograph Patch,TRAPU-I,Ichiro,Miami Marlins,,
Topps Reverence Autograph Patch,TRAPU-JR,Julio Rodríguez,Seattle Mariners,,
Topps Reverence Autograph Patch,TRAPU-JS,Juan Soto,San Diego Padres,,
Topps Reverence Autograph Patch,TRAPU-KSC,Kyle Schwarber,Philadelphia Phillies,,
Topps Reverence Autograph Patch,TRAPU-MH,Michael Harris II,Atlanta Braves,,
Topps Reverence Autograph Patch,TRAPU-MT,Mike Trout,Los Angeles Angels,,
Topps Reverence Autograph Patch,TRAPU-RA,Ronald Acuña Jr.,Atlanta Braves,,
Topps Reverence Autograph Patch,TRAPU-RG,Riley Greene,Detroit Tigers,,
Topps Reverence Autograph Patch,TRAP-CCS,CC Sabathia,New York Yankees,,
Topps Reverence Autograph Patch,TRAP-JSM,John Smoltz,Atlanta Braves,,
Topps Reverence Autograph Patch,TRAP-MH,Michael Harris II,Atlanta Braves,,
Topps Reverence Autograph Patch,TRAP2-AB,Alex Bregman,Houston Astros,,
Topps Reverence Autograph Patch,TRAP2-ABE,Adrián Beltré,Texas Rangers,,
Topps Reverence Autograph Patch,TRAP2-AN,Aaron Nola,Philadelphia Phillies,,
Topps Reverence Autograph Patch,TRAP2-BW,Brandon Woodruff,Milwaukee Brewers,,
Topps Reverence Autograph Patch,TRAP2-CR,Cal Ripken Jr.,Baltimore Orioles,,
